postalCode,placeName,provinceName,regionName,municipalityCode
0400,International Correspondence School,,,
0401,Asian Development Bank,,,
0410,Radio Bible Class,,,
0420,Bible School on the Air,,,
0550,Febias College of Bible,,,
0560,Far East Broadcasting Corporation,,,
0800,Social Security System,,,
0801,Camp Crame,,,
0802,Camp Aguinaldo,,,
0810,Araneta Center,,,
0820,Bureau of Internal Revenue,,,
0830,National Irrigation Administration,,,
0840,V. Luna Hospital,,,
0850,Philippine Heart Center,,,
0860,Quezon City Hall,,,
0870,Veterans Hospital,,,
0880,Commission on Audit,,,
0900,Manila Bulletin,,,
0901,Adventist University of the Philippines,,,
0902,Far East Broadcasting Corporation,,,
0903,Manila Hilton,,,
0904,Midland Hotel,,,
0905,Bacacay,,,0500501000
0905,The Philippine Star,,,
0906,Manila Medical Center,,,
0907,San Miguel Corporation,,,
0908,Pan-Filipino Shipping,,,
0909,Summer Institute of Linguistics,,,
0910,Department of Labor and Employment,,,
0911,National Statistics Office,,,
0912,Bureau of Plant Industry,,,
0913,Manila Hotel,,,
0914,Philippine Refining Company,,,
0915,International Correspondence Institute,,,
0916,Radio Veritas,,,
0917,Ateneo de Manila University,,,
0918,Fil-Japan Shipping Company,,,
0919,Manila Police District,,,
0920,Sunbursts Publications,,,
0921,Philippine Plaza Hotel,,,
0922,De La Salle University,,,
0923,Don Stewart Evangelistic Association,,,
0924,World Map,,,
0925,Chinabank,,,
0926,Caltex,,,
0927,Philippine Veterans Affairs Office,,,
0928,Philippine Campus Crusade,,,
0929,Not used,,,
0930,United States Embassy,,,
0940,Philippine National Bank,,,
0950,Manila Midtown Hotel,,,
0960,International Rice Research Institute,,,
0970,Department of Justice,,,
0980,Asian Development Bank,,,
0990,Philamlife,,,
1000,Manila City,Capital District,Metro Manila,1380600000
1000,Manila CPO - Ermita,Capital District,Metro Manila,
1001,Quiapo,Capital District,Metro Manila,
1001,Quiapo,Capital District,Metro Manila,1380603000
1002,Intramuros,Capital District,Metro Manila,
1002,Intramuros,Capital District,Metro Manila,1380609000
1003,Santa Cruz,Capital District,Metro Manila,1380605000
1003,Sta Cruz South,Capital District,Metro Manila,
1004,Malate,Capital District,Metro Manila,
1004,Malate,Capital District,Metro Manila,1380610000
1005,San Miguel,Capital District,Metro Manila,
1005,San Miguel,Capital District,Metro Manila,1380607000
1006,Binondo,Capital District,Metro Manila,
1006,Binondo,Capital District,Metro Manila,1380602000
1007,Paco,Capital District,Metro Manila,
1007,Paco,Capital District,Metro Manila,1380611000
1008,Sampaloc,Capital District,Metro Manila,1380606000
1008,Sampaloc East,Capital District,Metro Manila,
1009,Santa Ana,Capital District,Metro Manila,1380614000
1009,Sta. Ana,Capital District,Metro Manila,
1010,San Nicolas,Capital District,Metro Manila,
1010,San Nicolas,Capital District,Metro Manila,1380604000
1011,Pandacan,Capital District,Metro Manila,
1011,Pandacan,Capital District,Metro Manila,1380612000
1012,Tondo I/II,Capital District,Metro Manila,1380601000
1012,Tondo South,Capital District,Metro Manila,
1013,Tondo I/II,Capital District,Metro Manila,1380601000
1013,Tondo North,Capital District,Metro Manila,
1014,Sta Cruz North,Capital District,Metro Manila,
1015,Sampaloc,Capital District,Metro Manila,1380606000
1015,Sampaloc West,Capital District,Metro Manila,
1016,Sta Mesa,Capital District,Metro Manila,
1017,San Andres Bukid,Capital District,Metro Manila,
1018,Port Area,Capital District,Metro Manila,1380613000
1018,Port Area (South),Capital District,Metro Manila,
1035,Santa Mesa P.O. Box,,,
1040,Santa Cruz P.O. Box,,,
1045,Ermita,,,1380608000
1050,Manila CPO-PO Box# 1000 to 1099,,,
1051,Manila CPO-PO Box# 1100 to 1199,,,
1052,Manila CPO-PO Box# 1200 to 1299,,,
1053,Manila CPO-PO Box# 1300 to 1399,,,
1054,Manila CPO-PO Box# 1400 to 1499,,,
1055,Manila CPO-PO Box# 1500 to 1599,,,
1056,Manila CPO-PO Box# 1600 to 1699,,,
1057,Manila CPO-PO Box# 1700 to 1799,,,
1058,Manila CPO-PO Box# 1800 to 1899,,,
1059,Manila CPO-PO Box# 1900 to 1999,,,
1060,Manila CPO-PO Box# 2000 to 2099,,,
1061,Manila CPO-PO Box# 2100 to 2199,,,
1062,Manila CPO-PO Box# 2200 to 2299,,,
1063,Manila CPO-PO Box# 2300 to 2399,,,
1064,Manila CPO-PO Box# 2400 to 2499,,,
1065,Manila CPO-PO Box# 2500 to 2599,,,
1066,Manila CPO-PO Box# 2600 to 2699,,,
1067,Manila CPO-PO Box# 2700 to 2799,,,
1068,Manila CPO-PO Box# 2800 to 2899,,,
1069,Manila CPO-PO Box# 2900 to 2999,,,
1070,Manila CPO-PO Box# 3000 to 3099,,,
1071,Manila CPO-PO Box# 3100 to 3199,,,
1072,Manila CPO-PO Box# 3200 to 3299,,,
1073,Manila CPO-PO Box# 3300 to 3399,,,
1074,Manila CPO-PO Box# 3400 to 3499,,,
1075,Manila CPO-PO Box# 3500 to 3599,,,
1076,Manila CPO-PO Box# 3600 to 3699,,,
1077,Manila CPO-PO Box# 3700 to 3799,,,
1078,Manila CPO-PO Box# 3800 to 3899,,,
1079,Manila CPO-PO Box# 3900 to 3999,,,
1080,Manila CPO-PO Box# 4000 to 4099,,,
1081,Manila CPO-PO Box# 4100 to 4199,,,
1082,Manila CPO-PO Box# 4200 to 4299,,,
1083,Manila CPO-PO Box# 4300 to 4399,,,
1084,Manila CPO-PO Box# 4400 to 4499,,,
1085,Manila CPO-PO Box# 4500 to 4599,,,
1086,Manila CPO-PO Box# 4600 to 4699,,,
1087,Manila CPO-PO Box# 4700 to 4799,,,
1088,Manila CPO-PO Box# 4800 to 4899,,,
1089,Manila CPO-PO Box# 4900 to 4999,,,
1090,Manila CPO-PO Box# 5000 to 5099,,,
1091,Manila CPO-PO Box# 5100 to 5199,,,
1092,Manila CPO-PO Box# 5200 to 5299,,,
1093,Manila CPO-PO Box# 5300 to 5399,,,
1094,Manila CPO-PO Box# 5400 to 5499,,,
1095,Manila CPO-PO Box# 5500 to 5599,,,
1096,Manila CPO-PO Box# 5600 to 5699,,,
1099,Alcantara,,,
1100,Central,Eastern Manila District,Metro Manila,
1100,Piñahan,Eastern Manila District,Metro Manila,
1100,Project 6,Eastern Manila District,Metro Manila,
1100,Quezon City,Eastern Manila District,Metro Manila,1381300000
1100,Quezon City CPO,Eastern Manila District,Metro Manila,
1101,Botocan,Eastern Manila District,Metro Manila,
1101,Diliman,Eastern Manila District,Metro Manila,
1101,Krus Na Ligas,Eastern Manila District,Metro Manila,
1101,Malaya,Eastern Manila District,Metro Manila,
1101,Old Capitol Site,Eastern Manila District,Metro Manila,
1101,San Vicente,Eastern Manila District,Metro Manila,
1101,Sikatuna Village,Eastern Manila District,Metro Manila,
1101,Teachers Village,Eastern Manila District,Metro Manila,
1101,Univ. of the Phils. PO,Eastern Manila District,Metro Manila,
1101,UP Village,Eastern Manila District,Metro Manila,
1102,Amihan,Eastern Manila District,Metro Manila,
1102,Claro,Eastern Manila District,Metro Manila,
1102,Duyan-duyan,Eastern Manila District,Metro Manila,
1102,E. Rodriguez,Eastern Manila District,Metro Manila,
1102,Kamias,Eastern Manila District,Metro Manila,
1102,Quirino Dist. (Proj. 2 & 3),Eastern Manila District,Metro Manila,
1102,Silangan,Eastern Manila District,Metro Manila,
1103,Kamuning,Eastern Manila District,Metro Manila,
1103,Langing Handa,Eastern Manila District,Metro Manila,
1103,Obrero,Eastern Manila District,Metro Manila,
1103,Paligsahan,Eastern Manila District,Metro Manila,
1103,Roxas District,Eastern Manila District,Metro Manila,
1103,Sacred Heart,Eastern Manila District,Metro Manila,
1103,South Triangle,Eastern Manila District,Metro Manila,
1104,Damayan,Eastern Manila District,Metro Manila,
1104,Mariblo,Eastern Manila District,Metro Manila,
1104,Nayon Kaunlaran,Eastern Manila District,Metro Manila,
1104,Paraiso,Eastern Manila District,Metro Manila,
1104,Phil-am,Eastern Manila District,Metro Manila,
1104,Santa Cruz,Eastern Manila District,Metro Manila,
1104,Talayan,Eastern Manila District,Metro Manila,
1105,Alicia,Eastern Manila District,Metro Manila,
1105,Bagong Pag-asa,Eastern Manila District,Metro Manila,
1105,Bungad,Eastern Manila District,Metro Manila,
1105,Del Monte,Eastern Manila District,Metro Manila,
1105,Katipunan,Eastern Manila District,Metro Manila,
1105,Paltok,Eastern Manila District,Metro Manila,
1105,Project 7,Eastern Manila District,Metro Manila,
1105,R. Magsaysay,Eastern Manila District,Metro Manila,
1105,San Antonio,Eastern Manila District,Metro Manila,
1105,Santo Cristo,Eastern Manila District,Metro Manila,
1105,Veterans Village,Eastern Manila District,Metro Manila,
1106,Apolonio Samson,Eastern Manila District,Metro Manila,
1106,Baesa,Eastern Manila District,Metro Manila,
1106,Bahay Toro,Eastern Manila District,Metro Manila,
1106,Balintawak,Eastern Manila District,Metro Manila,
1106,Balumbato,Eastern Manila District,Metro Manila,
1106,Project 8,Eastern Manila District,Metro Manila,
1106,Salumbato,Eastern Manila District,Metro Manila,
1106,Unang Sigaw,Eastern Manila District,Metro Manila,
1107,New Era,Eastern Manila District,Metro Manila,
1107,Pasong Tamo,Eastern Manila District,Metro Manila,
1108,Loyola Heights,Eastern Manila District,Metro Manila,
1108,Pansol,Eastern Manila District,Metro Manila,
1109,Bagong Buhay,Eastern Manila District,Metro Manila,
1109,Bayanihan,Eastern Manila District,Metro Manila,
1109,Blue Ridge,Eastern Manila District,Metro Manila,
1109,Cubao,Eastern Manila District,Metro Manila,
1109,Dioquino Zobel,Eastern Manila District,Metro Manila,
1109,Escopa,Eastern Manila District,Metro Manila,
1109,Mangga,Eastern Manila District,Metro Manila,
1109,Marilag,Eastern Manila District,Metro Manila,
1109,Masagana,Eastern Manila District,Metro Manila,
1109,Milagrosa,Eastern Manila District,Metro Manila,
1109,Project 4,Eastern Manila District,Metro Manila,
1109,San Roque,Eastern Manila District,Metro Manila,
1109,Socorro,Eastern Manila District,Metro Manila,
1109,Tagumpay,Eastern Manila District,Metro Manila,
1109,Villa Maria Clara,Eastern Manila District,Metro Manila,
1110,Bagong Bayan,Eastern Manila District,Metro Manila,
1110,Camp Aguinaldo,Eastern Manila District,Metro Manila,
1110,Libis,Eastern Manila District,Metro Manila,
1110,St. Ignatius,Eastern Manila District,Metro Manila,
1110,Talampas,Eastern Manila District,Metro Manila,
1110,Ugong Norte,Eastern Manila District,Metro Manila,
1111,Bagong Lipunan,Eastern Manila District,Metro Manila,
1111,Crame,Eastern Manila District,Metro Manila,
1111,Immaculate Concepcion,Eastern Manila District,Metro Manila,
1111,Kaunlaran,Eastern Manila District,Metro Manila,
1111,Pinagkaisahan,Eastern Manila District,Metro Manila,
1111,St. Martin De Porres,Eastern Manila District,Metro Manila,
1112,Damayan Lagi,Eastern Manila District,Metro Manila,
1112,Horseshoe,Eastern Manila District,Metro Manila,
1112,Kalusugan,Eastern Manila District,Metro Manila,
1112,Kristong Hari,Eastern Manila District,Metro Manila,
1112,Mariana,Eastern Manila District,Metro Manila,
1112,Valencia,Eastern Manila District,Metro Manila,
1113,Don Manuel,Eastern Manila District,Metro Manila,
1113,Doña Aurora,Eastern Manila District,Metro Manila,
1113,Doña Imelda,Eastern Manila District,Metro Manila,
1113,Doña Josefa,Eastern Manila District,Metro Manila,
1113,San Isidro,Eastern Manila District,Metro Manila,
1113,Santo Nino,Eastern Manila District,Metro Manila,
1113,Santol,Eastern Manila District,Metro Manila,
1113,Tatalon,Eastern Manila District,Metro Manila,
1114,Gintong Silahis,Eastern Manila District,Metro Manila,
1114,La Loma,Eastern Manila District,Metro Manila,
1114,Lourdes,Eastern Manila District,Metro Manila,
1114,Maharlika,Eastern Manila District,Metro Manila,
1114,Matalahib,Eastern Manila District,Metro Manila,
1114,Paang Bundok,Eastern Manila District,Metro Manila,
1114,Salvacion,Eastern Manila District,Metro Manila,
1114,San Isidro Labrador,Eastern Manila District,Metro Manila,
1114,Santa Teresita,Eastern Manila District,Metro Manila,
1114,Sienna,Eastern Manila District,Metro Manila,
1114,St. Peter,Eastern Manila District,Metro Manila,
1115,Balingasa,Eastern Manila District,Metro Manila,
1115,Damar,Eastern Manila District,Metro Manila,
1115,Manresa,Eastern Manila District,Metro Manila,
1115,Masambong,Eastern Manila District,Metro Manila,
1115,Pag-ibig Sa Nayon,Eastern Manila District,Metro Manila,
1115,San Jose,Eastern Manila District,Metro Manila,
1116,Bagbag,Eastern Manila District,Metro Manila,
1116,San Bartolome,Eastern Manila District,Metro Manila,
1116,Sangandaan,Eastern Manila District,Metro Manila,
1116,Sauyo,Eastern Manila District,Metro Manila,
1116,Talipapa,Eastern Manila District,Metro Manila,
1116,Tandang Sora,Eastern Manila District,Metro Manila,
1117,Capri,Eastern Manila District,Metro Manila,
1117,Gulod,Eastern Manila District,Metro Manila,
1117,San Agustin,Eastern Manila District,Metro Manila,
1117,Santa Lucia,Eastern Manila District,Metro Manila,
1117,Santa Monica,Eastern Manila District,Metro Manila,
1118,Fairview,Eastern Manila District,Metro Manila,
1118,Pasong Putik,Eastern Manila District,Metro Manila,
1119,Bagong Silangan,Eastern Manila District,Metro Manila,
1119,Matandang Balara,Eastern Manila District,Metro Manila,
1119,Payatas,Eastern Manila District,Metro Manila,
1120,BF Homes,Eastern Manila District,Metro Manila,
1121,Commonwealth,Eastern Manila District,Metro Manila,
1121,Fairview North,Eastern Manila District,Metro Manila,
1121,Novaliches Proper,Eastern Manila District,Metro Manila,
1122,Fairview South,Eastern Manila District,Metro Manila,
1123,Damong Maliit,Eastern Manila District,Metro Manila,
1124,Kaligayahan,Eastern Manila District,Metro Manila,
1125,Doña Faustina Subd,Eastern Manila District,Metro Manila,
1125,Nagkaisang Nayon,Eastern Manila District,Metro Manila,
1126,Batasan Hills,Eastern Manila District,Metro Manila,
1126,Capitol Hills/Park,Eastern Manila District,Metro Manila,
1127,Holy Spirit,Eastern Manila District,Metro Manila,
1128,Culiat,Eastern Manila District,Metro Manila,
1128,Vasra,Eastern Manila District,Metro Manila,
1135,Araneta Center P.O. Boxes,,,
1138,Murphy District P.O. Boxes,,,
1141,Broadway Center P.O. Boxes,,,
1144,University of the Philippines P.O. Boxes,,,
1147,Novaliches P.O. Boxes,,,
1150,Quezon City CPO - P.O. Box Nos. 1000 to 1099,,,
1151,Quezon City CPO - P.O. Box Nos. 1100 to 1199,,,
1152,Quezon City CPO - P.O. Box Nos. 1200 to 1299,,,
1153,Quezon City CPO - P.O. Box Nos. 1300 to 1399,,,
1154,Quezon City CPO - P.O. Box Nos. 1400 to 1499,,,
1155,Quezon City CPO - P.O. Box Nos. 1500 to 1599,,,
1156,Quezon City CPO - P.O. Box Nos. 1600 to 1699,,,
1157,Quezon City CPO - P.O. Box Nos. 1700 to 1799,,,
1158,Quezon City CPO - P.O. Box Nos. 1800 to 1899,,,
1159,Quezon City CPO - P.O. Box Nos. 1900 to 1999,,,
1160,Quezon City CPO - P.O. Box Nos. 2000 to 2099,,,
1161,Quezon City CPO - P.O. Box Nos. 2100 to 2199,,,
1162,Quezon City CPO - P.O. Box Nos. 2200 to 2299,,,
1163,Quezon City CPO - P.O. Box Nos. 2300 to 2399,,,
1164,Quezon City CPO - P.O. Box Nos. 2400 to 2499,,,
1165,Quezon City CPO - P.O. Box Nos. 2500 to 2599,,,
1166,Quezon City CPO - P.O. Box Nos. 2600 to 2699,,,
1167,Quezon City CPO - P.O. Box Nos. 2700 to 2799,,,
1168,Quezon City CPO - P.O. Box Nos. 2800 to 2899,,,
1169,Quezon City CPO - P.O. Box Nos. 2900 to 2999,,,
1170,Quezon City CPO - P.O. Box Nos. 3000 to 3099,,,
1171,Quezon City CPO - P.O. Box Nos. 3100 to 3199,,,
1172,Quezon City CPO - P.O. Box Nos. 3200 to 3299,,,
1173,Quezon City CPO - P.O. Box Nos. 3300 to 3399,,,
1174,Quezon City CPO - P.O. Box Nos. 3400 to 3499,,,
1175,Quezon City CPO - P.O. Box Nos. 3500 to 3599,,,
1176,Quezon City CPO - P.O. Box Nos. 3600 to 3699,,,
1177,Quezon City CPO - P.O. Box Nos. 3700 to 3799,,,
1200,Makati CPO (Inc. Buendia Up To Edsa),Southern Manila District,Metro Manila,1380300000
1201,Fort Bonifacio (Camp),Southern Manila District,Metro Manila,1380300000
1202,Fort Bonifacio Naval Stn.,Southern Manila District,Metro Manila,1380300000
1203,San Antonio Village (Inc. Malugay-Yakal),Southern Manila District,Metro Manila,1380300000
1204,La Paz-Singkamas-Tejeros,Southern Manila District,Metro Manila,1380300000
1205,Sta. Cruz,Southern Manila District,Metro Manila,1380300000
1206,Kasilawan,Southern Manila District,Metro Manila,1380300000
1207,Olympia And Carmona,Southern Manila District,Metro Manila,1380300000
1208,"Valenzuela (Inc. Santiago, San Miguel & Rizal Vill.)",Southern Manila District,Metro Manila,1380300000
1209,Bel-air,Southern Manila District,Metro Manila,1380300000
1210,Poblacion,Southern Manila District,Metro Manila,1380300000
1211,Guadalupe Viejo (Inc. Palm Village),Southern Manila District,Metro Manila,1380300000
1212,Guadalupe Nuevo (Inc. Visayan Village),Southern Manila District,Metro Manila,1380300000
1213,Pinagkaisahan-pitogo,Southern Manila District,Metro Manila,1380300000
1214,Cembo,Southern Manila District,Metro Manila,1380300000
1215,Rembo(west),Southern Manila District,Metro Manila,1380300000
1216,Rembo (East) & Malapad Na Bato,Southern Manila District,Metro Manila,1380300000
1217,Comembo,Southern Manila District,Metro Manila,1380300000
1218,Pembo,Southern Manila District,Metro Manila,1380300000
1219,Forbes Park North,Southern Manila District,Metro Manila,1380300000
1220,Forbes Park South,Southern Manila District,Metro Manila,1380300000
1221,Dasmarinas Village North,Southern Manila District,Metro Manila,1380300000
1222,Dasmarinas Village South,Southern Manila District,Metro Manila,1380300000
1223,San Lorenzo Village,Southern Manila District,Metro Manila,1380300000
1224,Makati Commercial Center,Southern Manila District,Metro Manila,1380300000
1225,Urdaneta Village,Southern Manila District,Metro Manila,1380300000
1226,Ayala-Paseo De Roxas,Southern Manila District,Metro Manila,1380300000
1227,Salcedo Village,Southern Manila District,Metro Manila,1380300000
1228,Greenbelt,Southern Manila District,Metro Manila,1380300000
1229,Legaspi Village,Southern Manila District,Metro Manila,1380300000
1230,Pio Del Pilar,Southern Manila District,Metro Manila,1380300000
1231,"Pasong Tamo 2000 Up, Ecology Village",Southern Manila District,Metro Manila,1380300000
1232,Magallanes Village,Southern Manila District,Metro Manila,1380300000
1233,Bangkal,Southern Manila District,Metro Manila,1380300000
1234,San Isidro,Southern Manila District,Metro Manila,1380300000
1235,Palanan,Southern Manila District,Metro Manila,1380300000
1250,Makati CPO-PO Box# 1000 to 1099,,,
1251,Makati CPO-PO Box# 1100 to 1199,,,
1252,Makati CPO-PO Box# 1200 to 1299,,,
1253,Makati CPO-PO Box# 1300 to 1399,,,
1254,Makati CPO-PO Box# 1400 to 1499,,,
1255,Makati CPO-PO Box# 1500 to 1599,,,
1256,Makati CPO-PO Box# 1600 to 1699,,,
1257,Makati CPO-PO Box# 1700 to 1799,,,
1258,Makati CPO-PO Box# 1800 to 1899,,,
1259,Makati CPO-PO Box# 1900 to 1999,,,
1260,Makati CPO-PO Box# 2000 to 2099,,,
1261,Makati CPO-PO Box# 2100 to 2199,,,
1262,Makati CPO-PO Box# 2200 to 2299,,,
1263,Makati CPO-PO Box# 2300 to 2399,,,
1264,Makati CPO-PO Box# 2400 to 2499,,,
1265,Makati CPO-PO Box# 2500 to 2599,,,
1266,Makati CPO-PO Box# 2600 to 2699,,,
1267,Makati CPO-PO Box# 2700 to 2799,,,
1268,Makati CPO-PO Box# 2800 to 2899,,,
1269,Makati CPO-PO Box# 2900 to 2999,,,
1270,Makati CPO-PO Box# 3000 to 3099,,,
1271,Makati CPO-PO Box# 3100 to 3199,,,
1272,Makati CPO-PO Box# 3200 to 3299,,,
1273,Makati CPO-PO Box# 3300 to 3399,,,
1274,Makati CPO-PO Box# 3400 to 3499,,,
1275,Makati CPO-PO Box# 3500 to 3599,,,
1276,Makati CPO-PO Box# 3600 to 3699,,,
1277,Makati CPO-PO Box# 3700 to 3799,,,
1278,Makati CPO-PO Box# 3800 to 3899,,,
1279,Makati CPO-PO Box# 3900 to 3999,,,
1280,Makati CPO-PO Box# 4000 to 4099,,,
1281,Makati CPO-PO Box# 4100 to 4199,,,
1282,Makati CPO-PO Box# 4200 to 4299,,,
1283,Makati CPO-PO Box# 4300 to 4399,,,
1284,Makati CPO-PO Box# 4400 to 4499,,,
1285,Makati CPO-PO Box# 4500 to 4599,,,
1286,Makati CPO-PO Box# 4600 to 4699,,,
1287,Makati CPO-PO Box# 4700 to 4799,,,
1288,Makati CPO-PO Box# 4800 to 4899,,,
1289,Makati CPO-PO Box# 4900 to 4999,,,
1290,Makati CPO-PO Box# 5000 to 5099,,,
1291,Makati CPO-PO Box# 5100 to 5199,,,
1292,Makati CPO-PO Box# 5200 to 5299,,,
1293,Makati CPO-PO Box# 5300 to 5399,,,
1294,Makati CPO-PO Box# 5400 to 5499,,,
1295,Makati CPO-PO Box# 5500 to 5599,,,
1296,Makati CPO-PO Box# 5600 to 5699,,,
1297,Makati CPO-PO Box# 5700 to 5799,,,
1298,Makati CPO-PO Box# 5800 to 5899,,,
1299,Makati CPO-PO Box# 5900 to 5999,,,
1300,Pasay City CPO Malibay,Southern Manila District,Metro Manila,1381100000
1301,Domestic Airport Po,Southern Manila District,Metro Manila,1381100000
1302,San Rafael,Southern Manila District,Metro Manila,1381100000
1303,San Roque,Southern Manila District,Metro Manila,1381100000
1304,Santa Clara,Southern Manila District,Metro Manila,1381100000
1305,San Jose,Southern Manila District,Metro Manila,1381100000
1306,San Isidro,Southern Manila District,Metro Manila,1381100000
1307,PICC (Reclamation Area),Southern Manila District,Metro Manila,1381100000
1308,Manila Bay (Reclamation),Southern Manila District,Metro Manila,1381100000
1309,Villamor Airbase,Southern Manila District,Metro Manila,1381100000
1350,Pasay City CPO - P.O. Box Nos. 1000 to 1099,,,
1351,Pasay City CPO - P.O. Box Nos. 1100 to 1199,,,
1352,Pasay City CPO - P.O. Box Nos. 1200 to 1299,,,
1353,Pasay City CPO - P.O. Box Nos. 1300 to 1399,,,
1354,Pasay City CPO - P.O. Box Nos. 1400 to 1499,,,
1375,Domestic Airport P.O. - P.O. Box Nos. 1000 to 1099,,,
1376,Domestic Airport P.O. - P.O. Box Nos. 1100 to 1199,,,
1377,Domestic Airport P.O. - P.O. Box Nos. 1200 to 1299,,,
1378,Domestic Airport P.O. - P.O. Box Nos. 1300 to 1399,,,
1379,Domestic Airport P.O. - P.O. Box Nos. 1400 to 1499,,,
1380,Domestic Airport P.O. - P.O. Box Nos. 1500 to 1599,,,
1381,Domestic Airport P.O. - P.O. Box Nos. 1600 to 1699,,,
1400,Caloocan City CPO,Northern Manila District,Metro Manila,1380100000
1401,Baesa,Northern Manila District,Metro Manila,1380100000
1402,Santa Quiteria,Northern Manila District,Metro Manila,1380100000
1403,Grace Park East,Northern Manila District,Metro Manila,1380100000
1404,San Jose,Northern Manila District,Metro Manila,1380100000
1405,1st Ave. to 7th Ave. - West,Northern Manila District,Metro Manila,1380100000
1406,Grace Park West,Northern Manila District,Metro Manila,1380100000
1407,University Hills,Northern Manila District,Metro Manila,1380100000
1408,Sangandaan,Northern Manila District,Metro Manila,1380100000
1409,Kaunlaran Village,Northern Manila District,Metro Manila,1380400000
1410,Maypajo,Northern Manila District,Metro Manila,1380100000
1411,Fish Market,Northern Manila District,Metro Manila,1380900000
1412,Isla de Cocomo,Northern Manila District,Metro Manila,1380100000
1412,Isla De Cocomo,Northern Manila District,Metro Manila,1380900000
1413,Kapitbahayan East,Northern Manila District,Metro Manila,1380900000
1420,Kaybiga/Deparo,Northern Manila District,Metro Manila,1380100000
1421,Bagumbong / Pag-asa,Northern Manila District,Metro Manila,1380100000
1422,Novaliches North (Camarin North),Northern Manila District,Metro Manila,1380100000
1423,Lilles Ville Subdivision,Northern Manila District,Metro Manila,1380100000
1424,Capitol Parkland Subdivision,Northern Manila District,Metro Manila,1380100000
1425,Amparo Subdivision,Northern Manila District,Metro Manila,1380100000
1426,Bankers Village,Northern Manila District,Metro Manila,1380100000
1427,Tala Leprosarium,Northern Manila District,Metro Manila,1380100000
1427,Victory Heights,Northern Manila District,Metro Manila,1380100000
1428,Bagong Silang,Northern Manila District,Metro Manila,1380100000
1440,Valenzuela CPO - Malinta,Northern Manila District,Metro Manila,1381600000
1441,Karuhatan,Northern Manila District,Metro Manila,1381600000
1442,Fortune Vil. - Paso De Blas - Gen. T. De Leon,Northern Manila District,Metro Manila,1381600000
1443,Dalandan - West Canumay,Northern Manila District,Metro Manila,1381600000
1444,Arkong Bato-Rincon-Pasolo-Malanday-Mabolo-Polo,Northern Manila District,Metro Manila,1381600000
1445,Balangkas-Caloong,Northern Manila District,Metro Manila,1381600000
1446,Lingunan,Northern Manila District,Metro Manila,1381600000
1447,East Canumay - Lawang Bato Punturin,Northern Manila District,Metro Manila,1381600000
1448,Mapulang Lupa,Northern Manila District,Metro Manila,1381600000
1469,Valenzuela P.O. Boxes,Northern Manila District,Metro Manila,1381600000
1470,Malabon,Northern Manila District,Metro Manila,1380400000
1471,Flores,Northern Manila District,Metro Manila,1380400000
1472,Longos,Northern Manila District,Metro Manila,1380400000
1473,Tonsuya,Northern Manila District,Metro Manila,1380400000
1474,Acacia,Northern Manila District,Metro Manila,1380400000
1475,Potrero,Northern Manila District,Metro Manila,1380400000
1476,Araneta Subdivision,Northern Manila District,Metro Manila,1380400000
1477,Maysilo,Northern Manila District,Metro Manila,1380400000
1478,Santolan,Northern Manila District,Metro Manila,1380400000
1479,Muzon,Northern Manila District,Metro Manila,1380400000
1480,Dampalit,Northern Manila District,Metro Manila,1380400000
1485,Navotas,Northern Manila District,Metro Manila,1380900000
1489,Tangos,Northern Manila District,Metro Manila,1380900000
1490,Tanza,Northern Manila District,Metro Manila,1380900000
1500,San Juan City,Eastern Manila District,Metro Manila,1381400000
1500,San Juan CPO,Eastern Manila District,Metro Manila,
1502,Greenhills PO,Eastern Manila District,Metro Manila,
1502,San Juan City,Eastern Manila District,Metro Manila,1381400000
1503,Greenhills North,Eastern Manila District,Metro Manila,
1503,San Juan City,Eastern Manila District,Metro Manila,1381400000
1504,Eisenhower-Crame,Eastern Manila District,Metro Manila,
1504,San Juan City,Eastern Manila District,Metro Manila,1381400000
1530,Greenhills P.O. Box Nos. 1000 to 1099,,,
1531,Greenhills P.O. Box Nos. 1100 to 1199,,,
1532,Greenhills P.O. Box Nos. 1200 to 1299,,,
1533,Greenhills P.O. Box Nos. 1300 to 1399,,,
1534,Greenhills P.O. Box Nos. 1400 to 1499,,,
1535,Greenhills P.O. Box Nos. 1500 to 1599,,,
1536,Greenhills P.O. Box Nos. 1600 to 1699,,,
1550,Mandaluyong CPO,Eastern Manila District,Metro Manila,1380500000
1551,Vergara,Eastern Manila District,Metro Manila,1380500000
1552,Shaw Boulevard,Eastern Manila District,Metro Manila,1380500000
1553,Phil. Natl. Mental Hospital,Eastern Manila District,Metro Manila,1380500000
1554,East Edsa,Eastern Manila District,Metro Manila,1380500000
1555,Wack Wack Golf,Eastern Manila District,Metro Manila,1380500000
1556,Greenhills South,Eastern Manila District,Metro Manila,1380500000
1600,Pasig CPO,Eastern Manila District,Metro Manila,1381200000
1601,San Joaquin,Eastern Manila District,Metro Manila,1381200000
1602,Pinagbuhatan,Eastern Manila District,Metro Manila,1381200000
1603,Kapitolyo,Eastern Manila District,Metro Manila,1381200000
1604,Ugong,Eastern Manila District,Metro Manila,1381200000
1605,Ortigas PO,Eastern Manila District,Metro Manila,1381200000
1606,Caniogan,Eastern Manila District,Metro Manila,1381200000
1607,Maybunga,Eastern Manila District,Metro Manila,1381200000
1608,Sta. Lucia,Eastern Manila District,Metro Manila,1381200000
